Name,Locus,Genome,Contig,Start,Stop,Protein_ID,Coding_Strand,Proteome_ID,Proteome_Product,Proteome_Gene_Name,Proteome_Species,Proteome_BSR,Name
CBO_1154,GCA-001273255.1-protein2948,GCA_001273255.1,LGIK01000051.1,38298,38906,2948,1,tr|A5I1I1|A5I1I1_CLOBH,Glycolipid-binding family protein,CBO1347,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1154
CBO_1155,GCA-001273255.1-protein1924,GCA_001273255.1,LGIK01000030.1,77864,78436,1924,-1,tr|A5I7U8|A5I7U8_CLOBH,TetR-family transcriptional regulator,CBO3574,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1155
CBO_1156,GCA-001273255.1-protein683,GCA_001273255.1,LGIK01000019.1,34480,35424,683,1,tr|A5HYZ9|A5HYZ9_CLOBH,"Branched-chain amino acid transport system,permease protein",CBO0455,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1156
CBO_1157,GCA-001273255.1-protein938,GCA_001273255.1,LGIK01000019.1,321530,321952,938,-1,tr|A5HZS6|A5HZS6_CLOBH,Immunity repressor protein,CBO0733,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1157
CBO_1158,GCA-001273255.1-protein2169,GCA_001273255.1,LGIK01000043.1,53153,54100,2169,1,sp|A5I7H7|RPOA_CLOBH,DNA-directed RNA polymerase subunit alpha,rpoA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1158
CBO_1159,GCA-001273255.1-protein3508,GCA_001273255.1,LGIK01000006.1,2025,2606,3508,-1,tr|A5I0Y1|A5I0Y1_CLOBH,DUF3867 domain-containing protein,CBO1140,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1159
CBO_1160,GCA-001273255.1-protein2383,GCA_001273255.1,LGIK01000044.1,30517,32088,2383,-1,tr|A5I6M1|A5I6M1_CLOBH,Membrane protein,CBO3141,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1160
CBO_1161,GCA-001273255.1-protein2634,GCA_001273255.1,LGIK01000049.1,81164,81763,2634,-1,tr|A5I6D8|A5I6D8_CLOBH,Metallo-beta-lactamase superfamily protein,CBO3057,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1161
CBO_1162,GCA-001573385.1-protein2928,GCA_001573385.1,LFOT01000005.1,318721,319173,2928,-1,tr|A5I445|A5I445_CLOBH,Peptide methionine sulfoxide reductase MsrB,msrB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_1162
CBO_1163,GCA-001273255.1-protein1130,GCA_001273255.1,LGIK01000021.1,14160,14660,1130,1,,,,,,CBO_1163
CBO_1164,GCA-001273255.1-protein1321,GCA_001273255.1,LGIK01000023.1,14569,14961,1321,1,tr|A5HYS0|A5HYS0_CLOBH,Exported protein,CBO0376,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1164
CBO_1165,GCA-001273255.1-protein1966,GCA_001273255.1,LGIK01000030.1,120660,121058,1966,1,tr|A5I7Q6|A5I7Q6_CLOBH,Membrane protein,CBO3531,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1165
CBO_1166,GCA-001573255.1-protein1043,GCA_001573255.1,LFON01000017.1,73119,74405,1043,1,tr|A5I4H5|A5I4H5_CLOBH,Membrane protein,CBO2401,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_1166
CBO_1167,GCA-001273255.1-protein2898,GCA_001273255.1,LGIK01000050.1,58827,59321,2898,1,sp|A5I4S1|COAD_CLOBH,Phosphopantetheine adenylyltransferase,coaD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1167
CBO_1168,GCA-001273255.1-protein3608,GCA_001273255.1,LGIK01000009.1,40601,40822,3608,1,tr|A5I0S0|A5I0S0_CLOBH,Ferrous iron transport protein A,feoA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1168
CBO_1169,GCA-001273255.1-protein570,GCA_001273255.1,LGIK01000017.1,54906,55499,570,1,tr|A5I0H3|A5I0H3_CLOBH,DUF1349 domain-containing protein,CBO0982,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1169
CBO_1170,GCA-001273255.1-protein2851,GCA_001273255.1,LGIK01000050.1,9665,10441,2851,1,sp|A5I4X1|AROE_CLOBH,Shikimate dehydrogenase (NADP(+)),aroE,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1170
CBO_1171,GCA-001273255.1-protein1899,GCA_001273255.1,LGIK01000030.1,53199,54437,1899,1,tr|A5I7X3|A5I7X3_CLOBH,3-oxoacyl-[acyl-carrier-protein] synthase 2,fabF,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1171
CBO_1172,GCA-001273255.1-protein2244,GCA_001273255.1,LGIK01000043.1,129957,130877,2244,1,sp|A5I7A3|MURB_CLOBH,UDP-N-acetylenolpyruvoylglucosamine reductase,murB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1172
CBO_1173,GCA-001273255.1-protein931,GCA_001273255.1,LGIK01000019.1,314024,315166,931,-1,tr|A5HZR9|A5HZR9_CLOBH,Cystathionine beta-lyase,metC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1173
CBO_1174,GCA-001273255.1-protein2246,GCA_001273255.1,LGIK01000043.1,131878,133215,2246,1,tr|A5I7A1|A5I7A1_CLOBH,Putative gluconeogenesis factor,CBO3376,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1174
CBO_1175,GCA-001273255.1-protein425,GCA_001273255.1,LGIK01000012.1,455071,455949,425,1,tr|A5I2X4|A5I2X4_CLOBH,Probable ADP-ribosylglycohydrolase,CBO1851,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1175
CBO_1176,GCA-001273255.1-protein3236,GCA_001273255.1,LGIK01000054.1,30819,31646,3236,1,tr|A5HXX8|A5HXX8_CLOBH,Ribosomal RNA small subunit methyltransferase A,rsmA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1176
CBO_1177,GCA-001573255.1-protein581,GCA_001573255.1,LFON01000013.1,330,1301,581,-1,tr|A5I611|A5I611_CLOBH,Exported protein,CBO2929,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.9,CBO_1177
CBO_1178,GCA-001273255.1-protein2890,GCA_001273255.1,LGIK01000050.1,51161,51811,2890,1,tr|A5I4T0|A5I4T0_CLOBH,Ribulose-phosphate 3-epimerase,rpe,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1178
CBO_1179,GCA-001273255.1-protein2895,GCA_001273255.1,LGIK01000050.1,53992,55617,2895,1,tr|A5I4S4|A5I4S4_CLOBH,Phosphatase protein,CBO2497,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1179
CBO_1180,GCA-001573255.1-protein2413,GCA_001573255.1,LFON01000030.1,3937,4140,2413,1,tr|A5I373|A5I373_CLOBH,Uncharacterized protein,CBO1948,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1180
CBO_1181,GCA-001273255.1-protein3473,GCA_001273255.1,LGIK01000054.1,297945,298640,3473,1,tr|A5HYL8|A5HYL8_CLOBH,Membrane protein,CBO0325,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1181
CBO_1182,GCA-001273255.1-protein596,GCA_001273255.1,LGIK01000017.1,84482,85684,596,1,tr|A5I0K0|A5I0K0_CLOBH,Electron transfer flavoprotein alpha-subunit,etfB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1182
CBO_1183,GCA-001273255.1-protein335,GCA_001273255.1,LGIK01000012.1,364358,365317,335,1,sp|A5I365|MOAA_CLOBH,"GTP 3',8-cyclase",moaA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1183
CBO_1184,GCA-001273255.1-protein1210,GCA_001273255.1,LGIK01000021.1,94568,95092,1210,1,tr|A5I466|A5I466_CLOBH,Membrane protein,CBO2297,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1184
CBO_1185,GCA-001273255.1-protein2583,GCA_001273255.1,LGIK01000049.1,36648,37349,2583,-1,tr|A5I686|A5I686_CLOBH,Exported protein,CBO3006,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_1185
CBO_1186,GCA-001273255.1-protein2580,GCA_001273255.1,LGIK01000049.1,34980,35666,2580,-1,sp|A5I683|Y3003_CLOBH,UPF0758 protein CBO3003/CLC_2900,CBO3003,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1186
CBO_1187,GCA-001273255.1-protein3123,GCA_001273255.1,LGIK01000051.1,228718,229065,3123,1,tr|A5I202|A5I202_CLOBH,Four-helix bundle copper-binding protein,CBO1525,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1187
CBO_1188,GCA-001273255.1-protein510,GCA_001273255.1,LGIK01000017.1,1881,3341,510,1,tr|A5I0B3|A5I0B3_CLOBH,uroporphyrinogen-III C-methyltransferase,hemD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1188
CBO_1189,GCA-001573255.1-protein2732,GCA_001573255.1,LFON01000038.1,23067,25001,2732,-1,tr|A5I2S9|A5I2S9_CLOBH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,ispH,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_1189
CBO_1190,GCA-001273255.1-protein872,GCA_001273255.1,LGIK01000019.1,248097,248807,872,1,tr|A5HZK0|A5HZK0_CLOBH,Crp-family transcriptional regulator,CBO0657,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1190
CBO_1191,GCA-001273255.1-protein3488,GCA_001273255.1,LGIK01000055.1,7826,8608,3488,1,tr|A5HYW4|A5HYW4_CLOBH,"Probable amino acid ABC transporter, ATP binding protein",CBO0420,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.93,CBO_1191
CBO_1192,GCA-001273255.1-protein1917,GCA_001273255.1,LGIK01000030.1,70961,72007,1917,-1,tr|A5I7V6|A5I7V6_CLOBH,Biotin synthase,bioB,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1192
CBO_1193,GCA-001273255.1-protein2193,GCA_001273255.1,LGIK01000043.1,77889,78983,2193,1,tr|A5I7F3|A5I7F3_CLOBH,Probable butyrate kinase,buk2,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1193
CBO_1194,GCA-001273255.1-protein3157,GCA_001273255.1,LGIK01000051.1,262476,263114,3157,1,sp|A5I237|DEOC_CLOBH,Deoxyribose-phosphate aldolase,deoC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1194
CBO_1195,GCA-001273255.1-protein265,GCA_001273255.1,LGIK01000012.1,277559,278467,265,-1,tr|A5I3D8|A5I3D8_CLOBH,Membrane protein,CBO2013,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1195
CBO_1196,GCA-001273255.1-protein3555,GCA_001273255.1,LGIK01000007.1,21493,22548,3555,1,tr|A5HYU5|A5HYU5_CLOBH,DUF1232 domain-containing protein,CBO0401,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1196
CBO_1197,GCA-016990395.1-protein1660,GCA_016990395.1,NQVW01000003.1,223981,224715,1660,-1,tr|A5I2Y3|A5I2Y3_CLOBH,Membrane protein,ecsC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.96,CBO_1197
CBO_1198,GCA-001273255.1-protein3383,GCA_001273255.1,LGIK01000054.1,195865,196623,3383,1,sp|A5HYC6|SURE_CLOBH,5'-nucleotidase SurE,surE,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1198
CBO_1199,GCA-001273255.1-protein2776,GCA_001273255.1,LGIK01000005.1,99430,99909,2776,1,tr|A5I5W4|A5I5W4_CLOBH,N5-carboxyaminoimidazole ribonucleotide mutase,purE,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1199
CBO_1200,GCA-001273255.1-protein2718,GCA_001273255.1,LGIK01000005.1,27453,28094,2718,1,tr|A5I623|A5I623_CLOBH,CBS domain-containing protein,CBO2943,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1200
CBO_1201,GCA-001273255.1-protein2636,GCA_001273255.1,LGIK01000049.1,82316,84487,2636,-1,tr|A5I6E0|A5I6E0_CLOBH,GTP diphosphokinase,relA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1201
CBO_1202,GCA-001273255.1-protein509,GCA_001273255.1,LGIK01000017.1,873,1745,509,1,sp|A5I0B2|HEM3_CLOBH,Porphobilinogen deaminase,hemC,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1202
CBO_1203,GCA-001273255.1-protein2687,GCA_001273255.1,LGIK01000049.1,135417,137282,2687,-1,tr|A5I6J0|A5I6J0_CLOBH,Capsular polysaccharide biosynthesis protein,CBO3109,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1203
CBO_1204,GCA-001573255.1-protein2278,GCA_001573255.1,LFON01000003.1,237505,238869,2278,-1,tr|A5I0M8|A5I0M8_CLOBH,histidine kinase,CBO1036,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.96,CBO_1204
CBO_1205,GCA-001273255.1-protein3225,GCA_001273255.1,LGIK01000054.1,19750,19992,3225,-1,tr|A5HXW6|A5HXW6_CLOBH,Metal-binding protein,CBO0069,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1205
CBO_1206,GCA-001273255.1-protein1707,GCA_001273255.1,LGIK01000026.1,116331,117125,1707,-1,tr|A5I104|A5I104_CLOBH,"ABC transporter, ATP-binding protein",CBO1164,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1206
CBO_1207,GCA-001573665.1-protein2044,GCA_001573665.1,LFPF01000003.1,134843,135526,2044,-1,tr|A5I5C3|A5I5C3_CLOBH,Capsular polysaccharide biosynthesis protein,CBO2689,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_1207
CBO_1208,GCA-001273255.1-protein3050,GCA_001273255.1,LGIK01000051.1,149168,150082,3050,-1,tr|A5I1S8|A5I1S8_CLOBH,Quinolinate synthase,nadA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1208
CBO_1209,GCA-001273255.1-protein1119,GCA_001273255.1,LGIK01000020.1,12191,12391,1119,1,tr|A5I6S1|A5I6S1_CLOBH,Ferredoxin,CBO3192,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_1209
CBO_1210,GCA-001273255.1-protein695,GCA_001273255.1,LGIK01000019.1,45685,46209,695,1,tr|A5HZ11|A5HZ11_CLOBH,Membrane protein,CBO0467,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1210
CBO_1211,GCA-001273255.1-protein1660,GCA_001273255.1,LGIK01000026.1,58302,59561,1660,-1,tr|A5I149|A5I149_CLOBH,Signaling protein,CBO1213,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1211
CBO_1212,GCA-001273255.1-protein2434,GCA_001273255.1,LGIK01000047.1,3978,5210,2434,-1,tr|A5I5N0|A5I5N0_CLOBH,Aminopeptidase,CBO2794,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1212
CBO_1213,GCA-001273255.1-protein3302,GCA_001273255.1,LGIK01000054.1,104374,104742,3302,1,tr|A5HY45|A5HY45_CLOBH,Subunit of ATP synthase protein,CBO0149,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1213
CBO_1214,GCA-001273255.1-protein1053,GCA_001273255.1,LGIK01000019.1,446648,447094,1053,1,tr|A5I060|A5I060_CLOBH,Acetyltransferase,CBO0868,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.96,CBO_1214
CBO_1215,GCA-001273255.1-protein2003,GCA_001273255.1,LGIK01000034.1,14010,14600,2003,1,tr|A5HYP1|A5HYP1_CLOBH,Membrane protein,CBO0347,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1215
CBO_1216,GCA-002103805.1-protein1930,GCA_002103805.1,MWIW01000003.1,28332,28985,1930,1,tr|A5I2N1|A5I2N1_CLOBH,Methyltransferase,CBO1759,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.96,CBO_1216
CBO_1217,GCA-001273255.1-protein1336,GCA_001273255.1,LGIK01000023.1,30855,32123,1336,-1,tr|A5HYQ5|A5HYQ5_CLOBH,Na(+)/H(+) antiporter,CBO0361,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1217
CBO_1218,GCA-016990285.1-protein162,GCA_016990285.1,NQVS01000001.1,181358,183082,162,1,tr|A5HZC7|A5HZC7_CLOBH,ABC transporter ATP-binding/permease protein,CBO0583,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.97,CBO_1218
CBO_1219,GCA-001273255.1-protein1143,GCA_001273255.1,LGIK01000021.1,25641,26135,1143,1,sp|A5I4M4|RIMM_CLOBH,Ribosome maturation factor RimM,rimM,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1219
CBO_1220,GCA-001273255.1-protein2720,GCA_001273255.1,LGIK01000005.1,30860,31930,2720,-1,tr|A5I621|A5I621_CLOBH,Spore coat protein S,cotS,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1220
CBO_1221,GCA-001573175.1-protein745,GCA_001573175.1,LFOK01000014.1,270628,271770,745,-1,tr|A5I5S0|A5I5S0_CLOBH,N-acetylglucosamine-6-phosphate deacetylase,nagA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1221
CBO_1222,GCA-001273255.1-protein2764,GCA_001273255.1,LGIK01000005.1,79943,80791,2764,-1,tr|A5I5X6|A5I5X6_CLOBH,EF2563 family selenium-dependent molybdenum hydroxylase system protein,CBO2892,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1222
CBO_1223,GCA-001273255.1-protein1422,GCA_001273255.1,LGIK01000025.1,55587,56618,1422,-1,tr|A5I4Y8|A5I4Y8_CLOBH,Endolytic murein transglycosylase,mltG,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1223
CBO_1224,GCA-001273255.1-protein1013,GCA_001273255.1,LGIK01000019.1,410112,410858,1013,1,sp|A5I013|COBS_CLOBH,Adenosylcobinamide-GDP ribazoletransferase,cobS,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1224
CBO_1225,GCA-001273255.1-protein702,GCA_001273255.1,LGIK01000019.1,54496,55347,702,1,tr|A5HZ19|A5HZ19_CLOBH,Membrane protein,CBO0475,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1225
CBO_1226,GCA-001273255.1-protein2170,GCA_001273255.1,LGIK01000043.1,54144,54485,2170,1,sp|A5I7H6|RL17_CLOBH,Large ribosomal subunit protein bL17,rplQ,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1226
CBO_1227,GCA-001273255.1-protein2585,GCA_001273255.1,LGIK01000049.1,38540,39094,2585,1,tr|A5I688|A5I688_CLOBH,PhzF family phenazine biosynthesis protein,CBO3009,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1227
CBO_1228,GCA-001273255.1-protein588,GCA_001273255.1,LGIK01000017.1,76209,76424,588,1,tr|A5I0J2|A5I0J2_CLOBH,DUF2997 domain-containing protein,CBO1000,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1228
CBO_1229,GCA-001273255.1-protein2324,GCA_001273255.1,LGIK01000043.1,241221,242753,2324,1,sp|A5I720|GUAA_CLOBH,GMP synthase [glutamine-hydrolyzing],guaA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1229
CBO_1230,GCA-001273255.1-protein2002,GCA_001273255.1,LGIK01000034.1,13660,13947,2002,1,tr|A5HYP0|A5HYP0_CLOBH,Dihydroorotate dehydrogenase,CBO0346,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1230
CBO_1231,GCA-001273255.1-protein3233,GCA_001273255.1,LGIK01000054.1,28119,28913,3233,1,tr|A5HXX4|A5HXX4_CLOBH,TatD-family hydrolase,CBO0077,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1231
CBO_1232,GCA-001273255.1-protein983,GCA_001273255.1,LGIK01000019.1,370306,370947,983,1,tr|A5HZY1|A5HZY1_CLOBH,LUD domain-containing protein,CBO0788,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1232
CBO_1233,GCA-001273255.1-protein3583,GCA_001273255.1,LGIK01000009.1,12694,13239,3583,-1,tr|A5I0U6|A5I0U6_CLOBH,Exported protein,CBO1104,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1233
CBO_1234,GCA-001273255.1-protein2539,GCA_001273255.1,LGIK01000047.1,121833,122606,2539,1,tr|A5I5C2|A5I5C2_CLOBH,protein-tyrosine-phosphatase,CBO2688,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_1234
CBO_1235,GCA-001273255.1-protein514,GCA_001273255.1,LGIK01000017.1,6407,7033,514,1,tr|A5I0B7|A5I0B7_CLOBH,Precorrin-8x methylmutase,cobH,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1235
CBO_1236,GCA-001273255.1-protein863,GCA_001273255.1,LGIK01000019.1,235339,236214,863,1,tr|A5HZJ1|A5HZJ1_CLOBH,LysR-family transcriptional regulator,CBO0648,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1236
CBO_1237,GCA-001273255.1-protein667,GCA_001273255.1,LGIK01000019.1,16730,17956,667,1,sp|A5HYY2|PEPT_CLOBH,Peptidase T,pepT,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1237
CBO_1238,GCA-001273255.1-protein2483,GCA_001273255.1,LGIK01000047.1,66946,67305,2483,1,tr|A5I5I0|A5I5I0_CLOBH,Stage 0 sporulation protein A homolog,cheY,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1238
CBO_1239,GCA-001273255.1-protein2733,GCA_001273255.1,LGIK01000005.1,48123,48467,2733,1,tr|A5I608|A5I608_CLOBH,Cupin type-2 domain-containing protein,CBO2926,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.99,CBO_1239
CBO_1240,GCA-001273255.1-protein2389,GCA_001273255.1,LGIK01000044.1,36976,37995,2389,-1,tr|A5I6M7|A5I6M7_CLOBH,"Oligopeptide ABC transporter, ATP-binding protein",oppD,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1240
CBO_1241,GCA-001273255.1-protein417,GCA_001273255.1,LGIK01000012.1,447904,449127,417,1,tr|A5I2Y2|A5I2Y2_CLOBH,serine-type D-Ala-D-Ala carboxypeptidase,dacF,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1241
CBO_1242,GCA-001273255.1-protein79,GCA_001273255.1,LGIK01000012.1,70780,72165,79,-1,tr|A5I3Y3|A5I3Y3_CLOBH,Exported protein,CBO2212,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1242
CBO_1243,GCA-001273255.1-protein2567,GCA_001273255.1,LGIK01000049.1,20406,21845,2567,-1,tr|A5I670|A5I670_CLOBH,Ribonuclease G,cafA,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1243
CBO_1244,GCA-001273255.1-protein2962,GCA_001273255.1,LGIK01000051.1,54049,54702,2962,-1,tr|A5I1J6|A5I1J6_CLOBH,"ABC transporter, ATP-binding protein",CBO1362,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1244
CBO_1245,GCA-001273255.1-protein1836,GCA_001273255.1,LGIK01000029.1,23572,24852,1836,-1,sp|A5HXR1|SYS_CLOBH,Serine--tRNA ligase,serS,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1245
CBO_1246,GCA-001273255.1-protein2866,GCA_001273255.1,LGIK01000050.1,24568,25491,2866,1,tr|A5I4V5|A5I4V5_CLOBH,Phosphate transport system permease protein,CBO2524,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1246
CBO_1247,GCA-001273255.1-protein2454,GCA_001273255.1,LGIK01000047.1,27778,28014,2454,-1,tr|A5I5L0|A5I5L0_CLOBH,Exported protein,CBO2774,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1247
CBO_1248,GCA-001273255.1-protein2009,GCA_001273255.1,LGIK01000034.1,19376,20770,2009,1,tr|A5HYP7|A5HYP7_CLOBH,histidine kinase,CBO0353,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1248
CBO_1249,GCA-054634935.1-protein3776,GCA_054634935.1,NKRL01000014.1,2823,5516,3776,1,sp|A5HXQ7|Y011_CLOBH,UPF0182 protein CBO0011/CLC_0020,CBO0011,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),0.98,CBO_1249
CBO_1250,GCA-001273255.1-protein2757,GCA_001273255.1,LGIK01000005.1,74545,75117,2757,-1,tr|A5I5Y3|A5I5Y3_CLOBH,Esterase,CBO2899,Clostridium botulinum (strain Hall / ATCC 3502 / NCTC 13319 / Type A),1.0,CBO_1250
